bridge_row_id,batch_id,pilot_selected,folder,file,title,axis,thesis,concepts,bridge_claim_status,required_next_evidence,claim_use_allowed,corpus_item_id,path_norm,ext,size_bytes,dedupe_key,duplicate_group_size,filename_match_count,duplicate_risk,corpus_class_preliminary,current_evidence_grade,current_verification_status,access_status,sample_status,verdict_status,review_status,ledger_block_id
BRIDGE-0033,backlog,False,International Relations Theory,Fifty_key_thinkers_IR_2nd_ed.pdf,Fifty Key Thinkers in International Relations,theory,"A comprehensive survey of fifty influential theorists and schools of thought that have shaped international relations theory, spanning realism, liberalism, constructivism, critical theory, and the English School.",Realism; Liberalism; Constructivism; Critical Theory; English School; International cooperation; State behavior,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_ae558615bca5,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Fifty_key_thinkers_IR_2nd_ed.pdf,.pdf,2110189,fifty_key_thinkers_ir_2nd_ed.pdf|2110189,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0034,backlog,False,International Relations Theory,Fighting for Status Hierarchy and Conflict in World Politics.pdf,Fighting for Status: Hierarchy and Conflict in World Politics,theory,Status dissatisfaction and concerns over hierarchical position in the international system are significant drivers of conflict initiation and escalation among states.,status hierarchy; status dissatisfaction; international conflict; power and prestige; status networks; escalation dynamics,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_1e5b031b1d5e,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Fighting for Status Hierarchy and Conflict in World Politics.pdf,.pdf,2196389,fighting for status hierarchy and conflict in world politics.pdf|2196389,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0035,backlog,False,International Relations Theory,Fourth United Nations Seminar on the Question of Palestine Havana 31 Aug-4 Sept 1981.pdf,Fourth United Nations Seminar on the Question of Palestine,empirical,A 1981 UN seminar convened to advance international recognition of the inalienable rights of the Palestinian people through scholarly analysis and policy advocacy.,Palestinian inalienable rights; Israeli settlements and occupation; Palestinian national self-determination; International human rights law; Non-aligned solidarity,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_f4e5ffe8e1d0,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Fourth United Nations Seminar on the Question of Palestine Havana 31 Aug-4 Sept 1981.pdf,.pdf,8264771,fourth united nations seminar on the question of palestine havana 31 aug-4 sept 1981.pdf|8264771,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0036,backlog,False,International Relations Theory,From empire to community.pdf,From Empire to Community: A New Approach to International Relations,theory,"The United States and the West must transition from unilateral imperial approaches to cooperative community-based frameworks for global governance, grounded in a universal moral synthesis that balances liberty, social order, and restraint.",Global normative synthesis; Community-based international relations; Service learning approach; Moral dialogue; Global safety architecture; Restraint in power use,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_6d3b8ce7a275,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/From empire to community.pdf,.pdf,1076517,from empire to community.pdf|1076517,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0037,backlog,False,International Relations Theory,Future_of_international_relations.pdf,The Future of International Relations: Masters in the Making?,theory,Contemporary international relations theory is best understood through detailed examination of individual theorists' complete bodies of work rather than through abstract paradigms or schools of thought.,International relations theory; Realism and neorealism; Institutionalism; Constructivism; English School; Critical theory,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_51fc3b3b6409,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Future_of_international_relations.pdf,.pdf,2687555,future_of_international_relations.pdf|2687555,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0038,backlog,False,International Relations Theory,Global International Society A New Framework For Analysis Buzan Barry.pdf,Global International Society: A New Framework for Analysis,theory,"International society is structured through multiple forms of differentiation—geographic, hierarchical, and functional—which better explains contemporary global dynamics than the classical English School's assumption of like-units.",differentiation theory; primary institutions; English School approach; international versus world society; state hierarchy and privilege; functional specialization,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_2c5727fab436,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Global International Society A New Framework For Analysis Buzan Barry.pdf,.pdf,1438902,global international society a new framework for analysis buzan barry.pdf|1438902,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0039,backlog,False,International Relations Theory,Global International Society Buzan Barry.pdf,Global International Society: A New Framework for Analysis,theory,"The English School's international society framework can be systematized and extended through differentiation theory to explain how state diversity, regional variations, hierarchies, and functional specialization structure contemporary global international society.",English School theory; differentiation theory; primary institutions; international society expansion; regional and functional differentiation; hierarchy and privilege in IR,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_0e56285d4295,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Global International Society Buzan Barry.pdf,.pdf,1467024,global international society buzan barry.pdf|1467024,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0040,backlog,False,International Relations Theory,Global_Economic_Disparity.pdf,Global Economic Disparity: A Dynamic Force in Geoeconomic Competition of Superpowers,mixed,"Global economic disparities between developed and developing nations shape geopolitical competition among superpowers through international trade, finance, and competition for critical resources.",economic development; geoeconomic competition; international trade and finance; resource scarcity; technological capability; superpowers,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_39f8798ee966,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Global_Economic_Disparity.pdf,.pdf,1347745,global_economic_disparity.pdf|1347745,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0041,backlog,False,International Relations Theory,Global_Ethics.pdf,"Global Ethics: Anarchy, Freedom and International Relations",theory,"International relations and global politics must be understood fundamentally in ethical terms rather than as struggles for power, as international actors constitute one another through global social practices underpinned by specific ethical commitments.",ethical engagement in international relations; global civil society; social practices and actors; international ethics; freedom and anarchy; normative theory,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_6f1df1106df4,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Global_Ethics.pdf,.pdf,1244334,global_ethics.pdf|1244334,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0042,backlog,False,International Relations Theory,Global_Geostrategy.pdf,Global Geostrategy: Mackinder and the Defence of the West,theory,"Halford Mackinder's 1904 'Geographical Pivot of History' thesis remains a foundational framework for understanding geostrategic competition and power dynamics in international relations, with enduring relevance to contemporary geopolitics and Western strategic defence.",Heartland theory; Geographical determinism in geopolitics; Great power competition; Imperial strategy; Territorial control and power projection,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_8730864a72f1,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Global_Geostrategy.pdf,.pdf,5146515,global_geostrategy.pdf|5146515,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0043,backlog,False,International Relations Theory,Global_Orders_and_Civilizations.pdf,"Global Orders and Civilizations: Perspectives from History, Philosophy and International Relations",mixed,"The book examines how civilizations and cultural frameworks shape global orders, integrating historical, philosophical, and international relations perspectives to move beyond insufficient theorization of civilization-level analysis in IR.",civilization; global orders; world systems; international relations theory; macro-sociology; historical systems; cultural frameworks,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_f68968efaa86,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Global_Orders_and_Civilizations.pdf,.pdf,1856044,global_orders_and_civilizations.pdf|1856044,2,3,yes,Core,metadata_only,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0044,backlog,False,International Relations Theory,Global_politics_of_power_justice_and_death.pdf,"The Global Politics of Power, Justice and Death: An Introduction to International Relations",mixed,"Global change results from the interaction of power, ideology, interests, and structural factors that determine outcomes on critical issues from environmental degradation to war and international justice.",Global Change Map; state sovereignty and decline; international political economy; power and influence dynamics; environmental governance; international law and institutions,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_e69cab1a0f2f,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Global_politics_of_power_justice_and_death.pdf,.pdf,2778792,global_politics_of_power_justice_and_death.pdf|2778792,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0045,backlog,False,International Relations Theory,Handbook_of_International_Relations.pdf,Handbook of International Relations,mixed,"A comprehensive state-of-the-art survey of international relations scholarship covering historical foundations, major theories, and contemporary research topics across the discipline.","IR theory and theoretical traditions; Normative and critical approaches; International institutions and law; Transnational dynamics and diffusion; Regional analysis and geopolitics; Identity, nationalism, and religion; Security and conflict studies",provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_e7d8715c9c0b,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Handbook_of_International_Relations.pdf,.pdf,7822991,handbook_of_international_relations.pdf|7822991,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0046,backlog,False,International Relations Theory,Handbook_of_Political_Theory.pdf,Handbook of Political Theory,theory,"A comprehensive survey of major approaches, methodologies, and theoretical frameworks that constitute contemporary political theory across multiple traditions and schools of thought.",ideology and political philosophy; textual interpretation and history; liberalism and libertarianism; marxism; postmodern approaches; positive political theory,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_b22eda9af77d,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Handbook_of_Political_Theory.pdf,.pdf,2543759,handbook_of_political_theory.pdf|2543759,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0047,backlog,False,International Relations Theory,Hidden_history_of_realism.pdf,The Hidden History of Realism: A Genealogy of Power Politics,theory,"Realism in International Relations has a genealogical history distinct from its contemporary paradigmatic framing, rooted in critiques of modernity and complex understandings of power that have been obscured by later systematization.",power politics; realism; genealogy; balance of power; international society; contramodern critique,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_99621687b107,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/Hidden_history_of_realism.pdf,.pdf,797935,hidden_history_of_realism.pdf|797935,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0048,backlog,False,International Relations Theory,History & international relations.pdf,History and International Relations,method,"International relations scholarship often employs narrow, deterministic historical readings that obscure the contingency and moral choice inherent in international politics, and greater methodological rigor from historiographic theory is needed.",historical methodology in IR; interpretation and selection bias; realism and historical contingency; quantitative vs. qualitative history; postmodernism and IR theory,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_6fa940af003c,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/History & international relations.pdf,.pdf,3571644,history & international relations.pdf|3571644,1,1,no,Core,metadata_manifest,unverified,present_pdf,not_sampled,not_started,not_started,
BRIDGE-0049,backlog,False,International Relations Theory,History_&_international_relations.pdf,History and International Relations,method,"International relations scholarship often employs narrow and deterministic historical interpretations that obscure the contingency and moral complexity of international politics, revealing a need for greater historiographic rigor in the field.",historiographic theory and method; historical interpretation and bias; realism in IR theory; quantitative and structural analysis; postmodernism and contingency; history in foreign policy,provisional_unverified,frontmatter_or_chapter_sample,hypothesis_only_not_scholarly_evidence,DOC_8c7b49d0f57f,SOURCE_ARCHIVE/Winstore/BASE_ONE/International Relations Theory/History_&_international_relations.pdf,.pdf,3571644,history_&_international_relations.pdf|3571644,1,1,no,Core,metadata_only,unverified,present_pdf,not_sampled,not_started,not_started,
